"Relative Time (Process)","StudyAbroadGPT-7B-continued - system/gpu.0.powerWatts","StudyAbroadGPT-7B-continued - system/gpu.0.powerWatts__MIN","StudyAbroadGPT-7B-continued - system/gpu.0.powerWatts__MAX","StudyAbroadGPT-7B-continued - system/gpu.1.powerWatts","StudyAbroadGPT-7B-continued - system/gpu.1.powerWatts__MIN","StudyAbroadGPT-7B-continued - system/gpu.1.powerWatts__MAX"
"17405.269637208","66.31","66.31","66.31","26.176","26.176","26.176"
"17415.277929885","65.373","65.373","65.373","26.176","26.176","26.176"
"17425.268160463","64.649","64.649","64.649","26.176","26.176","26.176"
"17435.268400166","72.47","72.47","72.47","26.176","26.176","26.176"
"17445.267440765","68.416","68.416","68.416","26.176","26.176","26.176"
"17455.27121072","72.035","72.035","72.035","26.176","26.176","26.176"
"17465.267162014","64.982","64.982","64.982","26.176","26.176","26.176"
"17475.268585868","62.989","62.989","62.989","26.162","26.162","26.162"
"17485.282270923","70.812","70.812","70.812","26.176","26.176","26.176"
"17495.273576078","70.758","70.758","70.758","26.176","26.176","26.176"
"17505.268171168","59.289","59.289","59.289","26.289","26.289","26.289"
"17515.26515908","66.798","66.798","66.798","26.176","26.176","26.176"
"17525.268951401","69.392","69.392","69.392","26.19","26.19","26.19"
"17535.269452793","65.08","65.08","65.08","26.19","26.19","26.19"
"17545.266533594","72.86","72.86","72.86","26.176","26.176","26.176"
"17555.275919265","74.082","74.082","74.082","26.176","26.176","26.176"
"17565.268650228","70.724","70.724","70.724","26.162","26.162","26.162"
"17575.272761354","69.978","69.978","69.978","26.176","26.176","26.176"
"17585.268196801","68.318","68.318","68.318","26.162","26.162","26.162"
"17595.274957016","71.3","71.3","71.3","26.162","26.162","26.162"
"17605.266960683","66.896","66.896","66.896","26.176","26.176","26.176"
"17615.274020368","72.718","72.718","72.718","26.162","26.162","26.162"
"17625.269712483","68.514","68.514","68.514","26.176","26.176","26.176"
"17635.27506175","66.757","66.757","66.757","26.162","26.162","26.162"
"17645.265432946","66.896","66.896","66.896","26.176","26.176","26.176"
"17655.266257626","68.458","68.458","68.458","26.19","26.19","26.19"
"17665.270654035","69.24","69.24","69.24","26.19","26.19","26.19"
"17675.273184513","67.482","67.482","67.482","26.176","26.176","26.176"
"17685.267795064","69.337","69.337","69.337","26.19","26.19","26.19"
"17695.269475745","66.269","66.269","66.269","26.176","26.176","26.176"
"17705.269087141","73.887","73.887","73.887","26.176","26.176","26.176"
"17715.2678203","69.294","69.294","69.294","26.176","26.176","26.176"
"17725.266156326","63.77","63.77","63.77","26.176","26.176","26.176"
"17735.266457633","63.321","63.321","63.321","26.176","26.176","26.176"
"17745.27004891","67.482","67.482","67.482","26.176","26.176","26.176"
"17755.266823324","69.49","69.49","69.49","26.176","26.176","26.176"
"17765.277649124","47.926","47.926","47.926","26.176","26.176","26.176"
"17775.278195545","64.103","64.103","64.103","26.275","26.275","26.275"
"17785.266930754","73.933","73.933","73.933","26.19","26.19","26.19"
"17795.267971756","67.97","67.97","67.97","26.275","26.275","26.275"
"17805.279514047","68.123","68.123","68.123","26.275","26.275","26.275"
"17815.269591019","64.747","64.747","64.747","26.162","26.162","26.162"
"17825.270061996","74.128","74.128","74.128","26.176","26.176","26.176"
"17835.271824163","67.384","67.384","67.384","26.176","26.176","26.176"
"17845.26803061","69.252","69.252","69.252","26.162","26.162","26.162"
"17855.267670073","65.764","65.764","65.764","26.077","26.077","26.077"
"17865.269790215","71.788","71.788","71.788","26.176","26.176","26.176"
"17875.26741898","63.614","63.614","63.614","26.176","26.176","26.176"
"17885.273603884","70.758","70.758","70.758","26.176","26.176","26.176"
"17895.268801065","68.806","68.806","68.806","26.176","26.176","26.176"
"17905.267190954","66.31","66.31","66.31","26.176","26.176","26.176"
"17915.266183838","68.556","68.556","68.556","26.176","26.176","26.176"
"17925.273795371","69.49","69.49","69.49","26.176","26.176","26.176"
"17935.272437891","64.885","64.885","64.885","26.176","26.176","26.176"
"17945.267300383","67.97","67.97","67.97","26.176","26.176","26.176"
"17955.267904232","77.738","77.738","77.738","26.162","26.162","26.162"
"17965.269052908","70.422","70.422","70.422","26.26","26.26","26.26"
"17975.266330067","68.123","68.123","68.123","26.176","26.176","26.176"
"17985.269110924","63.066","63.066","63.066","26.077","26.077","26.077"
"17995.266145279","65.764","65.764","65.764","26.077","26.077","26.077"
"18005.273910511","62.675","62.675","62.675","26.176","26.176","26.176"
"18015.271839535","66.407","66.407","66.407","26.176","26.176","26.176"
"18025.266356255","65.724","65.724","65.724","26.162","26.162","26.162"
"18035.265080369","70.368","70.368","70.368","26.19","26.19","26.19"
"18045.273935694","65.195","65.195","65.195","26.162","26.162","26.162"
"18055.266782883","69.685","69.685","69.685","26.176","26.176","26.176"
"18065.27586016","70.52","70.52","70.52","26.176","26.176","26.176"
"18075.270207904","73.153","73.153","73.153","26.176","26.176","26.176"
"18085.265237079","64.885","64.885","64.885","26.19","26.19","26.19"
"18095.274436704","67.05","67.05","67.05","26.162","26.162","26.162"
"18105.28035631","71.548","71.548","71.548","26.162","26.162","26.162"
"18115.266027006","66.937","66.937","66.937","26.077","26.077","26.077"
"18125.270061676","68.904","68.904","68.904","26.176","26.176","26.176"
"18135.272021064","71.841","71.841","71.841","26.162","26.162","26.162"
"18145.279368302","68.123","68.123","68.123","26.176","26.176","26.176"
"18155.26698681","63.673","63.673","63.673","26.147","26.147","26.147"
"18165.267423983","68.458","68.458","68.458","26.19","26.19","26.19"
"18175.270756687","72.08","72.08","72.08","26.176","26.176","26.176"
"18185.267282018","71.007","71.007","71.007","26.077","26.077","26.077"
"18195.266100812","61.111","61.111","61.111","26.092","26.092","26.092"
"18205.26701551","65.862","65.862","65.862","26.176","26.176","26.176"
"18215.271504333","71.832","71.832","71.832","26.176","26.176","26.176"
"18225.267486552","69.782","69.782","69.782","26.176","26.176","26.176"
"18235.265482844","66.7","66.7","66.7","26.176","26.176","26.176"
"18245.266710183","72.08","72.08","72.08","26.176","26.176","26.176"
"18255.267767778","72.568","72.568","72.568","26.176","26.176","26.176"
"18265.267328932","68.221","68.221","68.221","26.176","26.176","26.176"
"18275.266077447","70.173","70.173","70.173","26.19","26.19","26.19"
"18285.276480207","65.373","65.373","65.373","26.19","26.19","26.19"
"18295.271579858","67.189","67.189","67.189","26.176","26.176","26.176"
"18305.266790475","68.764","68.764","68.764","26.26","26.26","26.26"
"18315.267231524","64.435","64.435","64.435","26.19","26.19","26.19"
"18325.271618059","67.091","67.091","67.091","26.176","26.176","26.176"
"18335.277495081","68.806","68.806","68.806","26.176","26.176","26.176"
"18345.27480356","65.821","65.821","65.821","26.176","26.176","26.176"
"18355.276915403","67.245","67.245","67.245","26.162","26.162","26.162"
"18365.274037109","69.642","69.642","69.642","26.176","26.176","26.176"
"18375.269240431","63.516","63.516","63.516","26.176","26.176","26.176"
"18385.273895017","64.494","64.494","64.494","26.176","26.176","26.176"
"18395.272742187","70.466","70.466","70.466","26.176","26.176","26.176"
"18405.276071668","66.464","66.464","66.464","26.176","26.176","26.176"
"18415.266060888","78.761","78.761","78.761","26.176","26.176","26.176"
"18425.268418275","76.179","76.179","76.179","26.176","26.176","26.176"
"18435.270287948","68.849","68.849","68.849","26.176","26.176","26.176"
"18445.27354475","74.519","74.519","74.519","26.176","26.176","26.176"
"18455.267122418","65.724","65.724","65.724","26.162","26.162","26.162"
"18465.271811288","72.222","72.222","72.222","26.19","26.19","26.19"
"18475.27081905","68.068","68.068","68.068","26.176","26.176","26.176"
"18485.26541244","68.318","68.318","68.318","26.176","26.176","26.176"
"18495.271555324","59.129","59.129","59.129","26.19","26.19","26.19"
"18505.267832353","68.904","68.904","68.904","26.176","26.176","26.176"
"18515.266732412","70.032","70.032","70.032","26.162","26.162","26.162"
"18525.266355675","64.044","64.044","64.044","26.19","26.19","26.19"
"18535.270500174","68.751","68.751","68.751","26.19","26.19","26.19"
"18545.273563592","70.27","70.27","70.27","26.19","26.19","26.19"
"18555.269769418","70.661","70.661","70.661","26.176","26.176","26.176"
"18565.267785226","67.482","67.482","67.482","26.176","26.176","26.176"
"18575.267475876","63.438","63.438","63.438","26.162","26.162","26.162"
"18585.275880229","50.279","50.279","50.279","26.176","26.176","26.176"
"18595.269194884","77.251","77.251","77.251","26.176","26.176","26.176"
"18605.266042408","67.886","67.886","67.886","26.176","26.176","26.176"
"18615.27605467","66.7","66.7","66.7","26.176","26.176","26.176"
"18625.268696211","70.324","70.324","70.324","26.176","26.176","26.176"
"18635.273787376","67.579","67.579","67.579","26.19","26.19","26.19"
"18645.268659872","66.057","66.057","66.057","26.19","26.19","26.19"
"18655.269623654","58.506","58.506","58.506","26.176","26.176","26.176"
"18665.266096033","50.113","50.113","50.113","26.19","26.19","26.19"
"18675.268245932","64.2","64.2","64.2","26.176","26.176","26.176"
"18685.267688686","65.919","65.919","65.919","26.162","26.162","26.162"
"18695.268959173","53.514","53.514","53.514","26.19","26.19","26.19"
"18705.267492369","64.787","64.787","64.787","26.176","26.176","26.176"
"18715.273139311","70.91","70.91","70.91","26.176","26.176","26.176"
"18725.267585609","68.556","68.556","68.556","26.176","26.176","26.176"
"18735.268802949","71.495","71.495","71.495","26.176","26.176","26.176"
"18745.266922048","57.366","57.366","57.366","26.19","26.19","26.19"
"18755.266907934","70.227","70.227","70.227","26.176","26.176","26.176"
"18765.272459815","67.579","67.579","67.579","26.19","26.19","26.19"
"18775.269118368","68.263","68.263","68.263","26.176","26.176","26.176"
"18785.277821136","64.885","64.885","64.885","26.176","26.176","26.176"
"18795.273333176","66.212","66.212","66.212","26.176","26.176","26.176"
"18805.267034245","68.123","68.123","68.123","26.176","26.176","26.176"
"18815.271389003","72.275","72.275","72.275","26.176","26.176","26.176"
"18825.267896317","67.384","67.384","67.384","26.077","26.077","26.077"
"18835.266384935","69.978","69.978","69.978","26.176","26.176","26.176"
"18845.271046046","65.275","65.275","65.275","26.176","26.176","26.176"
"18855.267490844","66.896","66.896","66.896","26.176","26.176","26.176"
"18865.266265951","66.114","66.114","66.114","26.176","26.176","26.176"
"18875.266054863","68.221","68.221","68.221","26.176","26.176","26.176"
"18885.268327089","67.05","67.05","67.05","26.162","26.162","26.162"
"18895.268509146","68.654","68.654","68.654","26.19","26.19","26.19"
"18905.267378832","69.435","69.435","69.435","26.19","26.19","26.19"
"18915.273659872","48.965","48.965","48.965","26.19","26.19","26.19"
"18925.266288228","66.896","66.896","66.896","26.176","26.176","26.176"
"18935.266467973","67.342","67.342","67.342","26.162","26.162","26.162"
"18945.267974705","67.775","67.775","67.775","26.176","26.176","26.176"
"18955.265913147","68.458","68.458","68.458","26.176","26.176","26.176"
"18965.266265118","72.47","72.47","72.47","26.176","26.176","26.176"
"18975.275199161","64.552","64.552","64.552","26.162","26.162","26.162"
"18985.275328832","69.099","69.099","69.099","26.077","26.077","26.077"
"18995.269108308","68.361","68.361","68.361","26.077","26.077","26.077"
"19005.266414887","65.96","65.96","65.96","26.176","26.176","26.176"
"19015.267211739","70.856","70.856","70.856","26.176","26.176","26.176"
"19025.276098937","70.466","70.466","70.466","26.176","26.176","26.176"
"19035.26585234","66.603","66.603","66.603","26.176","26.176","26.176"
"19045.269912025","70.661","70.661","70.661","26.176","26.176","26.176"
"19055.28117832","63.653","63.653","63.653","26.077","26.077","26.077"
"19065.267851011","51.62","51.62","51.62","26.176","26.176","26.176"
"19075.267422994","54.364","54.364","54.364","26.176","26.176","26.176"
"19085.269721692","69.057","69.057","69.057","26.162","26.162","26.162"
"19095.271279965","63.907","63.907","63.907","26.176","26.176","26.176"
"19105.268389166","64.435","64.435","64.435","26.275","26.275","26.275"
"19115.268018127","70.812","70.812","70.812","26.176","26.176","26.176"
"19125.269935355","66.366","66.366","66.366","26.176","26.176","26.176"
"19135.267790748","71.734","71.734","71.734","26.19","26.19","26.19"
"19145.267543858","74.082","74.082","74.082","26.19","26.19","26.19"
"19155.269145969","70.91","70.91","70.91","26.162","26.162","26.162"
"19165.270048711","67.593","67.593","67.593","26.147","26.147","26.147"
"19175.267828042","67.44","67.44","67.44","26.176","26.176","26.176"
"19185.268115385","67.733","67.733","67.733","26.077","26.077","26.077"
"19195.267564221","68.123","68.123","68.123","26.176","26.176","26.176"
"19205.267801383","67.189","67.189","67.189","26.176","26.176","26.176"
"19215.268777592","63.164","63.164","63.164","26.19","26.19","26.19"
"19225.267099193","62.969","62.969","62.969","26.176","26.176","26.176"
"19235.273727586","66.407","66.407","66.407","26.162","26.162","26.162"
"19245.268638825","67.677","67.677","67.677","26.176","26.176","26.176"
"19255.267406841","60.622","60.622","60.622","26.162","26.162","26.162"
"19265.271735897","67.97","67.97","67.97","26.176","26.176","26.176"
"19275.269903163","63.907","63.907","63.907","26.176","26.176","26.176"
"19285.265540874","66.155","66.155","66.155","26.19","26.19","26.19"
"19295.266968222","67.035","67.035","67.035","26.19","26.19","26.19"
"19305.267115978","67.44","67.44","67.44","26.176","26.176","26.176"
"19315.266656057","66.896","66.896","66.896","26.176","26.176","26.176"
"19325.27093873","54.854","54.854","54.854","26.176","26.176","26.176"
"19335.277933246","64.396","64.396","64.396","26.176","26.176","26.176"
"19345.266667019","64.591","64.591","64.591","26.176","26.176","26.176"
"19355.268659089","68.318","68.318","68.318","26.176","26.176","26.176"
"19365.277687197","64.005","64.005","64.005","26.176","26.176","26.176"
"19375.268581658","68.123","68.123","68.123","26.176","26.176","26.176"
"19385.266324726","63.751","63.751","63.751","26.176","26.176","26.176"
"19395.274102665","67.482","67.482","67.482","26.176","26.176","26.176"
"19405.270526973","68.374","68.374","68.374","26.162","26.162","26.162"
"19415.265966053","67.245","67.245","67.245","26.162","26.162","26.162"
"19425.266768985","68.654","68.654","68.654","26.077","26.077","26.077"
"19435.267897158","51.847","51.847","51.847","26.176","26.176","26.176"
"19445.269688371","72.125","72.125","72.125","26.19","26.19","26.19"
"19455.26933315","68.361","68.361","68.361","26.077","26.077","26.077"
"19465.26963784","66.798","66.798","66.798","26.176","26.176","26.176"
"19475.267519043","67.872","67.872","67.872","26.176","26.176","26.176"
"19485.267813907","68.904","68.904","68.904","26.176","26.176","26.176"
"19495.267403955","69.002","69.002","69.002","26.176","26.176","26.176"
"19505.280413686","68.361","68.361","68.361","26.176","26.176","26.176"
"19515.26764924","61.111","61.111","61.111","26.162","26.162","26.162"
"19525.269813851","66.407","66.407","66.407","26.176","26.176","26.176"
"19535.267458014","68.751","68.751","68.751","26.176","26.176","26.176"
"19545.274397443","71.149","71.149","71.149","26.19","26.19","26.19"
"19555.276986685","65.724","65.724","65.724","26.176","26.176","26.176"
"19565.267381545","57.919","57.919","57.919","26.176","26.176","26.176"
"19575.266617954","65.04","65.04","65.04","26.176","26.176","26.176"
"19585.265977942","72.913","72.913","72.913","26.162","26.162","26.162"
"19595.266903305","66.798","66.798","66.798","26.176","26.176","26.176"
"19605.2739174","60.206","60.206","60.206","26.19","26.19","26.19"
"19615.26859333","69.88","69.88","69.88","26.077","26.077","26.077"
"19625.265692785","67.775","67.775","67.775","26.176","26.176","26.176"
"19635.268219081","65.569","65.569","65.569","26.077","26.077","26.077"
"19645.273191445","62.539","62.539","62.539","26.176","26.176","26.176"
"19655.26680192","70.661","70.661","70.661","26.176","26.176","26.176"
"19665.275435698","57.562","57.562","57.562","26.19","26.19","26.19"
"19675.269243177","68.654","68.654","68.654","26.19","26.19","26.19"
"19685.268825351","65.471","65.471","65.471","26.176","26.176","26.176"
"19695.26692255","65.626","65.626","65.626","26.176","26.176","26.176"
"19705.266034451","66.155","66.155","66.155","26.19","26.19","26.19"
"19715.266304412","71.788","71.788","71.788","26.176","26.176","26.176"
"19725.26777561","64.005","64.005","64.005","26.19","26.19","26.19"
"19735.265830155","70.617","70.617","70.617","26.176","26.176","26.176"
"19745.275418375","66.603","66.603","66.603","26.176","26.176","26.176"
"19755.267863838","65.431","65.431","65.431","26.176","26.176","26.176"
"19765.265842439","68.318","68.318","68.318","26.176","26.176","26.176"
"19775.267780258","70.032","70.032","70.032","26.275","26.275","26.275"
"19785.267570961","67.635","67.635","67.635","26.162","26.162","26.162"
"19795.268287175","67.858","67.858","67.858","26.19","26.19","26.19"
"19805.266074941","67.23","67.23","67.23","26.19","26.19","26.19"
"19815.274512532","67.984","67.984","67.984","26.176","26.176","26.176"
"19825.26960977","67.775","67.775","67.775","26.176","26.176","26.176"
"19835.267077515","64.591","64.591","64.591","26.176","26.176","26.176"
"19845.265638707","70.422","70.422","70.422","26.162","26.162","26.162"
"20645.267958144","30.084","30.084","30.084","29.182","29.182","29.182"
"21775.267899982","30.675","30.675","30.675","29.199","29.199","29.199"
"21785.267030066","34.002","34.002","34.002","29.199","29.199","29.199"
"21795.266270352","30.183","30.183","30.183","29.1","29.1","29.1"
"21805.266304699","30.183","30.183","30.183","29.1","29.1","29.1"
